mundial,posicion,seleccion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,url,fecha_scraping
2010,27,Nigeria,Grupos 1ra Ronda,1,3,0,1,2,3,5,-2,https://www.losmundialesdefutbol.com/mundiales/2010_posiciones_finales.php,2026-03-16T22:26:02.745683
2010,28,Argelia,Grupos 1ra Ronda,1,3,0,1,2,0,2,-2,https://www.losmundialesdefutbol.com/mundiales/2010_posiciones_finales.php,2026-03-16T22:26:02.745683
2010,29,Francia,Grupos 1ra Ronda,1,3,0,1,2,1,4,-3,https://www.losmundialesdefutbol.com/mundiales/2010_posiciones_finales.php,2026-03-16T22:26:02.745683
2010,30,Honduras,Grupos 1ra Ronda,1,3,0,1,2,0,3,-3,https://www.losmundialesdefutbol.com/mundiales/2010_posiciones_finales.php,2026-03-16T22:26:02.745683
2010,31,Camerún,Grupos 1ra Ronda,0,3,0,0,3,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/2010_posiciones_finales.php,2026-03-16T22:26:02.745683
2010,32,Corea del Norte,Grupos 1ra Ronda,0,3,0,0,3,1,12,-11,https://www.losmundialesdefutbol.com/mundiales/2010_posiciones_finales.php,2026-03-16T22:26:02.745683
2006,1,Italia,Final,17,7,5,2,0,12,2,10,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,2,Francia,Final,15,7,4,3,0,9,3,6,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,3,Alemania,Partido 3er Puesto,16,7,5,1,1,14,6,8,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,4,Portugal,Partido 3er Puesto,13,7,4,1,2,7,5,2,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,5,Brasil,Cuartos de Final,12,5,4,0,1,10,2,8,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,6,Argentina,Cuartos de Final,11,5,3,2,0,11,3,8,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,7,Inglaterra,Cuartos de Final,11,5,3,2,0,6,2,4,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,8,Ucrania,Cuartos de Final,7,5,2,1,2,5,7,-2,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,9,España,Octavos de Final,9,4,3,0,1,9,4,5,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,10,Suiza,Octavos de Final,8,4,2,2,0,4,0,4,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,11,Paises Bajos,Octavos de Final,7,4,2,1,1,3,2,1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,12,Ecuador,Octavos de Final,6,4,2,0,2,5,4,1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,13,Ghana,Octavos de Final,6,4,2,0,2,4,6,-2,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,14,Suecia,Octavos de Final,5,4,1,2,1,3,4,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,15,México,Octavos de Final,4,4,1,1,2,5,5,0,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,16,Australia,Octavos de Final,4,4,1,1,2,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,17,Corea del Sur,Grupos 1ra Ronda,4,3,1,1,1,3,4,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,18,Paraguay,Grupos 1ra Ronda,3,3,1,0,2,2,2,0,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,19,Costa de Marfil,Grupos 1ra Ronda,3,3,1,0,2,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,20,República Checa,Grupos 1ra Ronda,3,3,1,0,2,3,4,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,21,Polonia,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,22,Croacia,Grupos 1ra Ronda,2,3,0,2,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,23,Angola,Grupos 1ra Ronda,2,3,0,2,1,1,2,-1,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,24,Túnez,Grupos 1ra Ronda,1,3,0,1,2,3,6,-3,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,25,Estados Unidos,Grupos 1ra Ronda,1,3,0,1,2,2,6,-4,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,26,Irán,Grupos 1ra Ronda,1,3,0,1,2,2,6,-4,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,27,Trinidad y Tobago,Grupos 1ra Ronda,1,3,0,1,2,0,4,-4,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,28,Arabia Saudita,Grupos 1ra Ronda,1,3,0,1,2,2,7,-5,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,29,Japón,Grupos 1ra Ronda,1,3,0,1,2,2,7,-5,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,30,Togo,Grupos 1ra Ronda,0,3,0,0,3,1,6,-5,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,31,Costa Rica,Grupos 1ra Ronda,0,3,0,0,3,3,9,-6,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2006,32,Serbia y Montenegro,Grupos 1ra Ronda,0,3,0,0,3,2,10,-8,https://www.losmundialesdefutbol.com/mundiales/2006_posiciones_finales.php,2026-03-16T22:26:11.145284
2002,1,Brasil,Final,21,7,7,0,0,18,4,14,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,2,Alemania,Final,16,7,5,1,1,14,3,11,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,3,Turquía,Partido 3er Puesto,13,7,4,1,2,10,6,4,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,4,Corea del Sur,Partido 3er Puesto,11,7,3,2,2,8,6,2,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,5,España,Cuartos de Final,11,5,3,2,0,10,5,5,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,6,Inglaterra,Cuartos de Final,8,5,2,2,1,6,3,3,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,7,Senegal,Cuartos de Final,8,5,2,2,1,7,6,1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,8,Estados Unidos,Cuartos de Final,7,5,2,1,2,7,7,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,9,Japón,Octavos de Final,7,4,2,1,1,5,3,2,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,10,Dinamarca,Octavos de Final,7,4,2,1,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,11,México,Octavos de Final,7,4,2,1,1,4,4,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,12,Irlanda,Octavos de Final,6,4,1,3,0,6,3,3,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,13,Suecia,Octavos de Final,5,4,1,2,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,14,Bélgica,Octavos de Final,5,4,1,2,1,6,7,-1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,15,Italia,Octavos de Final,4,4,1,1,2,5,5,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,16,Paraguay,Octavos de Final,4,4,1,1,2,6,7,-1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,17,Sudáfrica,Grupos 1ra Ronda,4,3,1,1,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,18,Argentina,Grupos 1ra Ronda,4,3,1,1,1,2,2,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,19,Costa Rica,Grupos 1ra Ronda,4,3,1,1,1,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,20,Camerún,Grupos 1ra Ronda,4,3,1,1,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,21,Portugal,Grupos 1ra Ronda,3,3,1,0,2,6,4,2,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,22,Rusia,Grupos 1ra Ronda,3,3,1,0,2,4,4,0,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,23,Croacia,Grupos 1ra Ronda,3,3,1,0,2,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,24,Ecuador,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,25,Polonia,Grupos 1ra Ronda,3,3,1,0,2,3,7,-4,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,26,Uruguay,Grupos 1ra Ronda,2,3,0,2,1,4,5,-1,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,27,Nigeria,Grupos 1ra Ronda,1,3,0,1,2,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,28,Francia,Grupos 1ra Ronda,1,3,0,1,2,0,3,-3,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,29,Túnez,Grupos 1ra Ronda,1,3,0,1,2,1,5,-4,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,30,Eslovenia,Grupos 1ra Ronda,0,3,0,0,3,2,7,-5,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,31,China,Grupos 1ra Ronda,0,3,0,0,3,0,9,-9,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
2002,32,Arabia Saudita,Grupos 1ra Ronda,0,3,0,0,3,0,12,-12,https://www.losmundialesdefutbol.com/mundiales/2002_posiciones_finales.php,2026-03-16T22:26:20.771315
1998,1,Francia,Final,19,7,6,1,0,15,2,13,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,2,Brasil,Final,13,7,4,1,2,14,10,4,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,3,Croacia,Partido 3er Puesto,15,7,5,0,2,11,5,6,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,4,Paises Bajos,Partido 3er Puesto,12,7,3,3,1,13,7,6,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,5,Italia,Cuartos de Final,11,5,3,2,0,8,3,5,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,6,Argentina,Cuartos de Final,10,5,3,1,1,10,4,6,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,7,Alemania,Cuartos de Final,10,5,3,1,1,8,6,2,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,8,Dinamarca,Cuartos de Final,7,5,2,1,2,9,7,2,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,9,Inglaterra,Octavos de Final,7,4,2,1,1,7,4,3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,10,RF de Yugoslavia,Octavos de Final,7,4,2,1,1,5,4,1,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,11,Rumania,Octavos de Final,7,4,2,1,1,4,3,1,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,12,Nigeria,Octavos de Final,6,4,2,0,2,6,9,-3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,13,México,Octavos de Final,5,4,1,2,1,8,7,1,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,14,Paraguay,Octavos de Final,5,4,1,2,1,3,2,1,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,15,Noruega,Octavos de Final,5,4,1,2,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,16,Chile,Octavos de Final,3,4,0,3,1,5,8,-3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,17,España,Grupos 1ra Ronda,4,3,1,1,1,8,4,4,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,18,Marruecos,Grupos 1ra Ronda,4,3,1,1,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,19,Bélgica,Grupos 1ra Ronda,3,3,0,3,0,3,3,0,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,20,Irán,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,21,Colombia,Grupos 1ra Ronda,3,3,1,0,2,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,22,Jamaica,Grupos 1ra Ronda,3,3,1,0,2,3,9,-6,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,23,Austria,Grupos 1ra Ronda,2,3,0,2,1,3,4,-1,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,24,Sudáfrica,Grupos 1ra Ronda,2,3,0,2,1,3,6,-3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,25,Camerún,Grupos 1ra Ronda,2,3,0,2,1,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,26,Túnez,Grupos 1ra Ronda,1,3,0,1,2,1,4,-3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,27,Escocia,Grupos 1ra Ronda,1,3,0,1,2,2,6,-4,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,28,Arabia Saudita,Grupos 1ra Ronda,1,3,0,1,2,2,7,-5,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,29,Bulgaria,Grupos 1ra Ronda,1,3,0,1,2,1,7,-6,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,30,Corea del Sur,Grupos 1ra Ronda,1,3,0,1,2,2,9,-7,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,31,Japón,Grupos 1ra Ronda,0,3,0,0,3,1,4,-3,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1998,32,Estados Unidos,Grupos 1ra Ronda,0,3,0,0,3,1,5,-4,https://www.losmundialesdefutbol.com/mundiales/1998_posiciones_finales.php,2026-03-16T22:26:29.890991
1994,1,Brasil,Final,17,7,5,2,0,11,3,8,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,2,Italia,Final,14,7,4,2,1,8,5,3,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,3,Suecia,Partido 3er Puesto,12,7,3,3,1,15,8,7,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,4,Bulgaria,Partido 3er Puesto,10,7,3,1,3,10,11,-1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,5,Alemania,Cuartos de Final,10,5,3,1,1,9,7,2,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,6,Rumania,Cuartos de Final,10,5,3,1,1,10,9,1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,7,Paises Bajos,Cuartos de Final,9,5,3,0,2,8,6,2,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,8,España,Cuartos de Final,8,5,2,2,1,10,6,4,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,9,Nigeria,Octavos de Final,6,4,2,0,2,7,4,3,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,10,Argentina,Octavos de Final,6,4,2,0,2,8,6,2,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,11,Bélgica,Octavos de Final,6,4,2,0,2,4,4,0,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,12,Arabia Saudita,Octavos de Final,6,4,2,0,2,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,13,México,Octavos de Final,5,4,1,2,1,4,4,0,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,14,Estados Unidos,Octavos de Final,4,4,1,1,2,3,4,-1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,15,Suiza,Octavos de Final,4,4,1,1,2,5,7,-2,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,16,Irlanda,Octavos de Final,4,4,1,1,2,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,17,Noruega,Grupos 1ra Ronda,4,3,1,1,1,1,1,0,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,18,Rusia,Grupos 1ra Ronda,3,3,1,0,2,7,6,1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,19,Colombia,Grupos 1ra Ronda,3,3,1,0,2,4,5,-1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
1994,20,Corea del Sur,Grupos 1ra Ronda,2,3,0,2,1,4,5,-1,https://www.losmundialesdefutbol.com/mundiales/1994_posiciones_finales.php,2026-03-16T22:26:39.003527
