mundial,posicion,seleccion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,url,fecha_scraping
1970,15,Checoslovaquia,Grupos 1ra Ronda,0,3,0,0,3,2,7,-5,https://www.losmundialesdefutbol.com/mundiales/1970_posiciones_finales.php,2026-03-16T22:27:33.331681
1970,16,El Salvador,Grupos 1ra Ronda,0,3,0,0,3,0,9,-9,https://www.losmundialesdefutbol.com/mundiales/1970_posiciones_finales.php,2026-03-16T22:27:33.331681
1966,1,Inglaterra,Final,11,6,5,1,0,11,3,8,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,2,Alemania Occidental,Final,9,6,4,1,1,15,6,9,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,3,Portugal,Partido 3er Puesto,10,6,5,0,1,17,8,9,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,4,URSS,Partido 3er Puesto,8,6,4,0,2,10,6,4,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,5,Argentina,Cuartos de Final,5,4,2,1,1,4,2,2,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,6,Hungría,Cuartos de Final,4,4,2,0,2,8,7,1,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,7,Uruguay,Cuartos de Final,4,4,1,2,1,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,8,Corea del Norte,Cuartos de Final,3,4,1,1,2,5,9,-4,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,9,Italia,Grupos 1ra Ronda,2,3,1,0,2,2,2,0,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,10,España,Grupos 1ra Ronda,2,3,1,0,2,4,5,-1,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,11,Brasil,Grupos 1ra Ronda,2,3,1,0,2,4,6,-2,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,12,México,Grupos 1ra Ronda,2,3,0,2,1,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,13,Chile,Grupos 1ra Ronda,1,3,0,1,2,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,13,Francia,Grupos 1ra Ronda,1,3,0,1,2,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,15,Bulgaria,Grupos 1ra Ronda,0,3,0,0,3,1,8,-7,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1966,16,Suiza,Grupos 1ra Ronda,0,3,0,0,3,1,9,-8,https://www.losmundialesdefutbol.com/mundiales/1966_posiciones_finales.php,2026-03-16T22:27:41.299910
1962,1,Brasil,Final,11,6,5,1,0,14,5,9,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,2,Checoslovaquia,Final,7,6,3,1,2,7,7,0,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,3,Chile,Partido 3er Puesto,8,6,4,0,2,10,8,2,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,4,Yugoslavia,Partido 3er Puesto,6,6,3,0,3,10,7,3,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,5,Hungría,Cuartos de Final,5,4,2,1,1,8,3,5,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,6,URSS,Cuartos de Final,5,4,2,1,1,9,7,2,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,7,Alemania Occidental,Cuartos de Final,5,4,2,1,1,4,2,2,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,8,Inglaterra,Cuartos de Final,3,4,1,1,2,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,9,Italia,Grupos 1ra Ronda,3,3,1,1,1,3,2,1,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,10,Argentina,Grupos 1ra Ronda,3,3,1,1,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,11,México,Grupos 1ra Ronda,2,3,1,0,2,3,4,-1,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,12,España,Grupos 1ra Ronda,2,3,1,0,2,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,13,Uruguay,Grupos 1ra Ronda,2,3,1,0,2,4,6,-2,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,14,Colombia,Grupos 1ra Ronda,1,3,0,1,2,5,11,-6,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,15,Bulgaria,Grupos 1ra Ronda,1,3,0,1,2,1,7,-6,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1962,16,Suiza,Grupos 1ra Ronda,0,3,0,0,3,2,8,-6,https://www.losmundialesdefutbol.com/mundiales/1962_posiciones_finales.php,2026-03-16T22:27:51.330141
1958,1,Brasil,Final,11,6,5,1,0,16,4,12,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,2,Suecia,Final,9,6,4,1,1,12,7,5,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,3,Francia,Partido 3er Puesto,8,6,4,0,2,23,15,8,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,4,Alemania Occidental,Partido 3er Puesto,6,6,2,2,2,12,14,-2,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,5,Gales,Cuartos de Final,5,5,1,3,1,4,4,0,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,6,URSS,Cuartos de Final,5,5,2,1,2,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,7,Irlanda del Norte,Cuartos de Final,5,5,2,1,2,6,10,-4,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,8,Yugoslavia,Cuartos de Final,4,4,1,2,1,7,7,0,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,9,Checoslovaquia,Grupos 1ra Ronda,3,4,1,1,2,9,6,3,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,10,Hungría,Grupos 1ra Ronda,3,4,1,1,2,7,5,2,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,11,Inglaterra,Grupos 1ra Ronda,3,4,0,3,1,4,5,-1,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,12,Paraguay,Grupos 1ra Ronda,3,3,1,1,1,9,12,-3,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,13,Argentina,Grupos 1ra Ronda,2,3,1,0,2,5,10,-5,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,14,Escocia,Grupos 1ra Ronda,1,3,0,1,2,4,6,-2,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,15,Austria,Grupos 1ra Ronda,1,3,0,1,2,2,7,-5,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1958,16,México,Grupos 1ra Ronda,1,3,0,1,2,1,8,-7,https://www.losmundialesdefutbol.com/mundiales/1958_posiciones_finales.php,2026-03-16T22:28:00.947646
1954,1,Alemania Occidental,Final,10,6,5,0,1,25,14,11,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,2,Hungría,Final,8,5,4,0,1,27,10,17,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,3,Austria,Partido 3er Puesto,8,5,4,0,1,17,12,5,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,4,Uruguay,Partido 3er Puesto,6,5,3,0,2,16,9,7,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,5,Suiza,Cuartos de Final,4,4,2,0,2,11,11,0,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,6,Brasil,Cuartos de Final,3,3,1,1,1,8,5,3,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,7,Inglaterra,Cuartos de Final,3,3,1,1,1,8,8,0,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,8,Yugoslavia,Cuartos de Final,3,3,1,1,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,9,Francia,Grupos 1ra Ronda,2,2,1,0,1,3,3,0,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,10,Italia,Grupos 1ra Ronda,2,3,1,0,2,6,7,-1,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,11,Turquía,Grupos 1ra Ronda,2,3,1,0,2,10,11,-1,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,12,Bélgica,Grupos 1ra Ronda,1,2,0,1,1,5,8,-3,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,13,México,Grupos 1ra Ronda,0,2,0,0,2,2,8,-6,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,14,Checoslovaquia,Grupos 1ra Ronda,0,2,0,0,2,0,7,-7,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,15,Escocia,Grupos 1ra Ronda,0,2,0,0,2,0,8,-8,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1954,16,Corea del Sur,Grupos 1ra Ronda,0,2,0,0,2,0,16,-16,https://www.losmundialesdefutbol.com/mundiales/1954_posiciones_finales.php,2026-03-16T22:28:09.548554
1950,1,Uruguay,Ronda Final,7,4,3,1,0,15,5,10,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,2,Brasil,Ronda Final,9,6,4,1,1,22,6,16,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,3,Suecia,Ronda Final,5,5,2,1,2,11,15,-4,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,4,España,Ronda Final,7,6,3,1,2,10,12,-2,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,5,Yugoslavia,Grupos 1ra Ronda,4,3,2,0,1,7,3,4,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,6,Suiza,Grupos 1ra Ronda,3,3,1,1,1,4,6,-2,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,7,Italia,Grupos 1ra Ronda,2,2,1,0,1,4,3,1,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,8,Inglaterra,Grupos 1ra Ronda,2,3,1,0,2,2,2,0,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,9,Chile,Grupos 1ra Ronda,2,3,1,0,2,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,10,Estados Unidos,Grupos 1ra Ronda,2,3,1,0,2,4,8,-4,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,11,Paraguay,Grupos 1ra Ronda,1,2,0,1,1,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,12,México,Grupos 1ra Ronda,0,3,0,0,3,2,10,-8,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1950,13,Bolivia,Grupos 1ra Ronda,0,1,0,0,1,0,8,-8,https://www.losmundialesdefutbol.com/mundiales/1950_posiciones_finales.php,2026-03-16T22:28:15.791338
1938,1,Italia,Final,8,4,4,0,0,11,5,6,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,2,Hungría,Final,6,4,3,0,1,15,5,10,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,3,Brasil,Partido 3er Puesto,7,5,3,1,1,14,11,3,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,4,Suecia,Partido 3er Puesto,2,3,1,0,2,11,9,2,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,5,Checoslovaquia,Cuartos de Final,3,3,1,1,1,5,3,2,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,6,Suiza,Cuartos de Final,3,3,1,1,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,7,Cuba,Cuartos de Final,3,3,1,1,1,5,12,-7,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,8,Francia,Cuartos de Final,2,2,1,0,1,4,4,0,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,9,Rumania,Octavos de Final,1,2,0,1,1,4,5,-1,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,10,Alemania,Octavos de Final,1,2,0,1,1,3,5,-2,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,11,Polonia,Octavos de Final,0,1,0,0,1,5,6,-1,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,12,Noruega,Octavos de Final,0,1,0,0,1,1,2,-1,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,13,Bélgica,Octavos de Final,0,1,0,0,1,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,14,Paises Bajos,Octavos de Final,0,1,0,0,1,0,3,-3,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,15,Indias Orientales Holand.,Octavos de Final,0,1,0,0,1,0,6,-6,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1938,16,Austria,Octavos de Final,0,0,0,0,0,0,0,0,https://www.losmundialesdefutbol.com/mundiales/1938_posiciones_finales.php,2026-03-16T22:28:25.054356
1934,1,Italia,Final,9,5,4,1,0,12,3,9,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,2,Checoslovaquia,Final,6,4,3,0,1,9,6,3,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,3,Alemania,Partido 3er Puesto,6,4,3,0,1,11,8,3,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,4,Austria,Partido 3er Puesto,4,4,2,0,2,7,7,0,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,5,España,Cuartos de Final,3,3,1,1,1,4,3,1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,6,Hungría,Cuartos de Final,2,2,1,0,1,5,4,1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,7,Suiza,Cuartos de Final,2,2,1,0,1,5,5,0,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,8,Suecia,Cuartos de Final,2,2,1,0,1,4,4,0,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,9,Argentina,Octavos de Final,0,1,0,0,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,9,Francia,Octavos de Final,0,1,0,0,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,9,Paises Bajos,Octavos de Final,0,1,0,0,1,2,3,-1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,12,Rumania,Octavos de Final,0,1,0,0,1,1,2,-1,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,13,Egipto,Octavos de Final,0,1,0,0,1,2,4,-2,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,14,Brasil,Octavos de Final,0,1,0,0,1,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,15,Bélgica,Octavos de Final,0,1,0,0,1,2,5,-3,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1934,16,Estados Unidos,Octavos de Final,0,1,0,0,1,1,7,-6,https://www.losmundialesdefutbol.com/mundiales/1934_posiciones_finales.php,2026-03-16T22:28:33.706950
1930,1,Uruguay,Final,8,4,4,0,0,15,3,12,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,2,Argentina,Final,8,5,4,0,1,18,9,9,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,3,Estados Unidos,Partido 3er Puesto,4,3,2,0,1,7,6,1,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,4,Yugoslavia,Partido 3er Puesto,4,3,2,0,1,7,7,0,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,5,Chile,Grupos 1ra Ronda,4,3,2,0,1,5,3,2,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,6,Brasil,Grupos 1ra Ronda,2,2,1,0,1,5,2,3,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,7,Francia,Grupos 1ra Ronda,2,3,1,0,2,4,3,1,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,8,Rumania,Grupos 1ra Ronda,2,2,1,0,1,3,5,-2,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,9,Paraguay,Grupos 1ra Ronda,2,2,1,0,1,1,3,-2,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,10,Perú,Grupos 1ra Ronda,0,2,0,0,2,1,4,-3,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,11,Bélgica,Grupos 1ra Ronda,0,2,0,0,2,0,4,-4,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,12,Bolivia,Grupos 1ra Ronda,0,2,0,0,2,0,8,-8,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
1930,13,México,Grupos 1ra Ronda,0,3,0,0,3,4,13,-9,https://www.losmundialesdefutbol.com/mundiales/1930_posiciones_finales.php,2026-03-16T22:28:43.230380
